t_s,pos_err_m,cum_err_m
358144.41131986753,132890591.5940432,57237255049.48801
358744.41131986753,131084733.28286232,57368339782.77087
359344.41131986753,128602945.86330391,57496942728.63417
359944.41131986753,125589689.29483931,57622532417.92901
360544.41131986753,122231938.35735005,57744764356.28636
361144.41131986753,118753631.5501459,57863517987.83651
361744.41131986753,115405851.882542,57978923839.719055
362344.41131986753,112450782.30910191,58091374622.02816
362944.41131986753,110137938.19884819,58201512560.227005
363544.41131986753,108674462.81507744,58310187023.04208
364144.41131986753,108194506.13444617,58418381529.17653
364744.41131986753,108736101.1827945,58527117630.35932
365344.41131986753,110234163.79641807,58637351794.15574
365944.41131986753,112532174.43791999,58749883968.59366
366544.41131986753,115408021.80865924,58865291990.40232
367144.41131986753,118605474.79734297,58983897465.19966
367744.41131986753,121862844.76669763,59105760309.96636
368344.41131986753,124934757.84008689,59230695067.80645
368944.41131986753,127606695.78398043,59358301763.59043
369544.41131986753,129703299.80908854,59488005063.39952
370144.41131986753,131092756.49334203,59619097819.89286
370744.41131986753,131688993.9438185,59750786813.83668
371344.41131986753,131452314.76379092,59882239128.60047
371944.41131986753,130389639.11850306,60012628767.71897
372544.41131986753,128554466.22289458,60141183233.941864
373144.41131986753,126046263.63820206,60267229497.58006
373744.41131986753,123009383.53407931,60390238881.11414
377344.41131986753,106005097.5209533,60496243978.63509
380944.41131986753,115894525.20385341,60612138503.83894
384544.41131986753,128796141.85047276,60740934645.689415
388144.41131986753,116588094.66022499,60857522740.34964
391744.41131986753,102379456.41095957,60959902196.7606
395344.41131986753,115907776.53719331,61075809973.29779
398944.41131986753,125129897.11782205,61200939870.41561
402544.41131986753,109551349.342522,61310491219.75813
406144.41131986753,99261577.92917046,61409752797.6873
409744.41131986753,115158256.7345052,61524911054.42181
413344.41131986753,120099430.58580588,61645010485.007614
416944.41131986753,102120964.78253974,61747131449.79015
416968.7406171666,101988254.49496005,61849119704.28511
416990.63698473584,101869369.01416755,61950989073.29928
417010.3437155481,101762841.52134599,62052751914.820625
417028.07977327914,101667355.08271554,62154419269.90334
417044.04222523706,101581737.6817816,62256001007.58512
417058.4084319992,101504945.81132604,62357505953.39645
417071.33801808517,101436049.90807724,62458942003.30452
417082.9746455625,101374221.45154478,62560316224.756065
417093.4476102921,101318721.5532836,62661634946.30935
417102.87327854877,101268890.87288195,62762903837.18223
417111.35637997976,101224140.70976062,62864127977.89199
417118.99117126764,101183945.13378891,62965311923.02578
417125.86248342675,101147834.0317391,63066459757.05752
417132.04666436993,101115386.96007095,63167575144.017586
417133.04666436993,101110144.90380274,63268685288.92139
417134.04666436993,101104904.16744527,63369790193.08883
417135.04666436993,101099664.75221087,63470889857.84104
417136.04666436993,101094426.65931173,63571984284.50035
417137.04666436993,101089189.88995987,63673073474.39031
417138.04666436993,101083954.44536722,63774157428.83568
417139.04666436993,101078720.32674555,63875236149.16242
417140.04666436993,101073487.53530654,63976309636.69773
417141.04666436993,101068256.07226162,64077377892.76999
417142.04666436993,101063025.93882218,64178440918.70881
417143.04666436993,101057797.13619943,64279498715.84501
417144.04666436993,101052569.6656045,64380551285.51061
417145.04666436993,101047343.52824828,64481598629.038864
417146.04666436993,101042118.7253416,64582640747.764206
417147.04666436993,101036895.25809512,64683677643.0223
417148.04666436993,101031673.12771934,64784709316.15002
417149.04666436993,101026452.33542468,64885735768.48544
417150.04666436993,101021232.88242133,64986757001.36787
417151.04666436993,101016014.76991944,65087773016.13779
417152.04666436993,101010797.9991289,65188783814.13692
417153.04666436993,101005582.57125956,65289789396.708176
417154.04666436993,101000368.4875211,65390789765.195694
417155.04666436993,100995155.74912302,65491784920.94482
417156.04666436993,100989944.35727471,65592774865.30209
417157.04666436993,100984734.31318541,65693759599.61528
417158.04666436993,100979525.61806418,65794739125.233345
417159.04666436993,100974318.27312,65895713443.50646
417160.04666436993,100969112.27956165,65996682555.786026
417161.04666436993,100963907.63859777,66097646463.42462
417162.04666436993,100958704.35143693,66198605167.77606
417163.04666436993,100953502.41928741,66299558670.19535
417164.04666436993,100948301.84335749,66400506972.03871
417165.04666436993,100943102.62485518,66501450074.66357
417166.04666436993,100937904.76498842,66602387979.42856
417167.04666436993,100932708.26496498,66703320687.69352
417168.04666436993,100927513.12599246,66804248200.81951
417169.04666436993,100922319.34927838,66905170520.16879
417170.04666436993,100917126.93602999,67006087647.10482
417171.04666436993,100911935.88745448,67106999582.99227
417172.04666436993,100906746.20475891,67207906329.19703
417173.04666436993,100901557.88915011,67308807887.08618
417174.04666436993,100896370.9418348,67409704258.028015
417175.04666436993,100891185.36401957,67510595443.39204
417176.04666436993,100886001.1569108,67611481444.54895
417177.04666436993,100880818.32171477,67712362262.87067
417178.04666436993,100875636.85963756,67813237899.7303
417179.04666436993,100870456.77188516,67914108356.50219
417180.04666436993,100865278.05966334,68014973634.56185
417181.04666436993,100860100.72417775,68115833735.286026
417182.04666436993,100854924.7666339,68216688660.05266
417183.04666436993,100849750.18823712,68317538410.2409
417184.04666436993,100844576.99019256,68418382987.231094
417185.04666436993,100839405.17370528,68519222392.4048
417186.04666436993,100834234.73998012,68620056627.14478
417187.04666436993,100829065.6902218,68720885692.835
417188.04666436993,100823897.74478744,68821709590.57979
417189.04666436993,100818730.64627321,68922528321.22606
417190.04666436993,100813564.93533483,69023341886.16139
417191.04666436993,100808400.61317642,69124150286.77457
417192.04666436993,100803237.68100184,69224953524.45557
417193.04666436993,100798076.14001489,69325751600.59558
417194.04666436993,100792915.99141915,69426544516.587
417195.04666436993,100787757.23641804,69527332273.82343
417196.04666436993,100782599.87621488,69628114873.69965
417197.04666436993,100777443.91201276,69728892317.61166
417198.04666436993,100772289.34501463,69829664606.95668
417199.04666436993,100767136.17642331,69930431743.1331
417200.04666436993,100761984.40744138,70031193727.54054
417201.04666436993,100756834.03927138,70131950561.57982
417202.04666436993,100751685.07311557,70232702246.65294
417203.04666436993,100746537.51017612,70333448784.16312
417204.04666436993,100741391.35165498,70434190175.51477
417205.04666436993,100736246.59875396,70534926422.11353
417206.04666436993,100731103.25267477,70635657525.3662
417207.04666436993,100725961.31461884,70736383486.68082
417208.04666436993,100720820.78578751,70837104307.4666
417209.04666436993,100715681.66738194,70937819989.13399
417210.04666436993,100710543.96060309,71038530533.09459
417211.04666436993,100705407.66665183,71139235940.76125
417212.04666436993,100700272.7867288,71239936213.54797
417213.04666436993,100695139.32203445,71340631352.87001
417214.04666436993,100690007.27376914,71441321360.14378
417215.04666436993,100684876.64313301,71542006236.78691
417216.04666436993,100679747.43132603,71642685984.21823
417217.04666436993,100674619.63954803,71743360603.85777
417218.04666436993,100669493.26899867,71844030097.12677
417219.04666436993,100664368.32087742,71944694465.44765
417220.04666436993,100659244.79638354,72045353710.24403
417221.04666436993,100654122.6967162,72146007832.94075
417222.04666436993,100649002.02307437,72246656834.96382
417223.04666436993,100643882.77665682,72347300717.74048
417224.04666436993,100638764.95866218,72447939482.69914
417225.04666436993,100633648.57028893,72548573131.26942
417226.04666436993,100628533.61273527,72649201664.88216
417227.04666436993,100623420.08719936,72749825084.96936
417228.04666436993,100618307.99487911,72850443392.96423
417229.04666436993,100613197.33697227,72951056590.30121
417230.04666436993,100608088.11467643,73051664678.41588
417231.04666436993,100602980.32918897,73152267658.74507
417232.04666436993,100597873.98170714,73252865532.72678
417233.04666436993,100592769.073428,73353458301.8002
417234.04666436993,100587665.60554841,73454045967.40575
417235.04666436993,100582563.57926507,73554628530.98502
417236.04666436993,100577462.99577452,73655205993.98079
417237.04666436993,100572363.8562731,73755778357.83707
417238.04666436993,100567266.16195697,73856345623.99902
417239.04666436993,100562169.9140221,73956907793.91304
417240.04666436993,100557075.11366434,74057464869.0267
417241.04666436993,100551981.76207931,74158016850.78879
417242.04666436993,100546889.86046247,74258563740.64925
417243.04666436993,100541799.41000912,74359105540.05925
417244.04666436993,100536710.41191427,74459642250.47116
417245.04666436993,100531622.86737289,74560173873.33853
417246.04666436993,100526536.77757972,74660700410.1161
417247.04666436993,100521452.14372928,74761221862.25983
417248.04666436993,100516368.96701597,74861738231.22684
417254.0809015211,100485726.86611444,74962223958.09296
417260.71856238734,100452082.19948688,75062676040.29245
417268.0199893402,100415148.05982795,75163091188.35228
417276.0515589884,100374611.78556089,75263465800.13785
417284.88628560136,100330133.04583721,75363795933.18369
417294.6044848756,100281341.88706881,75464077275.07076
417305.29450407735,100227836.7739621,75564305111.84471
417317.05352519924,100169182.67055586,75664474294.51527
417329.9884484333,100104909.22298251,75764579203.73825
417344.21686399076,100034509.12658504,75864613712.86484
417359.86812110397,99957436.78694925,75964571149.6518
417377.0845039285,99873107.41901277,76064444257.0708
417396.0225250355,99780896.77283993,76164225153.84364
417416.85434825317,99680139.84579666,76263905293.68944
417439.76935379265,99570121.3781555,76363475415.0676
417464.97585988604,99450122.55170298,76462925537.6193
417492.70301658876,99319381.13240917,76562244918.75171
417522.70301658876,99179433.44318885,76661424352.1949
417552.70301658876,99041085.85972998,76760465438.05463
417582.70301658876,98904368.7022569,76859369806.75688
