t_s,pos_err_m,cum_err_m
614940.0,67523928.34153931,919183766162.7422
615000.0,67693976.27632923,919251460139.0186
615060.0,67856995.32330279,919319317134.3418
615120.0,68013078.03575884,919387330212.3776
615180.0,68162193.10804439,919455492405.4856
615240.0,68304272.83731745,919523796678.3229
615300.0,68439138.01085989,919592235816.3337
615360.0,68566906.0370552,919660802722.3708
615420.0,68687539.69408238,919729490262.065
615480.0,68800944.13833797,919798291206.2032
615540.0,68907030.80882388,919867198237.0121
615600.0,69005889.06613328,919936204126.0782
615660.0,69097493.49632344,920005301619.5746
615720.0,69181722.55137473,920074483342.126
615780.0,69258577.52910413,920143741919.655
615840.0,69328120.14646108,920213070039.8015
615900.0,69390336.84217873,920282460376.6437
615960.0,69445079.89456798,920351905456.5382
616020.0,69492439.65344052,920421397896.1917
616080.0,69532450.68840523,920490930346.88
616140.0,69565111.3924674,920560495458.2725
616200.0,69590248.49231072,920630085706.7648
616260.0,69608040.56726429,920699693747.332
616320.0,69618495.6274705,920769312242.9595
616380.0,69621586.5784196,920838933829.5378
616440.0,69617228.10129014,920908551057.6392
616500.0,69605573.37294798,920978156631.0121
616560.0,69586642.12096615,921047743273.133
616620.0,69560381.94006765,921117303655.0731
616680.0,69526796.3647238,921186830451.4379
616740.0,69486012.22167163,921256316463.6595
616800.0,69438061.75724892,921325754525.4167
616860.0,69382868.06375192,921395137393.4805
616920.0,69320522.77712306,921464457916.2576
616980.0,69251127.15930094,921533709043.4169
617040.0,69174726.28518142,921602883769.702
617100.0,69091219.63216731,921671974989.3342
617160.0,69000786.1888181,921740975775.5231
617220.0,68903502.5246198,921809879278.0477
617280.0,68799411.29700248,921878678689.3447
617340.0,68688436.16805767,921947367125.5128
617400.0,68570795.90757683,922015937921.4204
617460.0,68446558.96028616,922084384480.3807
617520.0,68315744.92037061,922152700225.3011
617580.0,68178365.87220946,922220878591.1733
617640.0,68034616.45443662,922288913207.6278
617700.0,67884579.08771877,922356797786.7156
617760.0,67728251.35727078,922424526038.0729
617820.0,67565733.13415255,922492091771.207
617880.0,67397195.98933612,922559488967.1964
617940.0,67222736.84269264,922626711704.0391
618000.0,67042332.379972145,922693754036.4191
618060.0,66856169.66238576,922760610206.0814
618120.0,66664398.321434714,922827274604.4028
618180.0,66467130.34942506,922893741734.7522
618240.0,66264322.68073967,922960006057.433
618300.0,66056249.02039032,923026062306.4534
618360.0,65843038.234931394,923091905344.6884
618420.0,65624787.44253975,923157530132.1309
618480.0,65401526.66602805,923222931658.7969
618540.0,65173524.08752103,923288105182.8844
618600.0,64940919.56166442,923353046102.446
618660.0,64703791.34344956,923417749893.7896
618720.0,64462257.553842135,923482212151.3434
618780.0,64216566.55125632,923546428717.8947
618840.0,63966874.97562946,923610395592.8702
618900.0,63713243.36138214,923674108836.2316
618960.0,63455877.44721215,923737564713.6788
619020.0,63195006.931060076,923800759720.6099
619080.0,62930805.82136837,923863690526.4313
619140.0,62663317.97918177,923926353844.4104
619200.0,62392836.268651776,923988746680.6791
619260.0,62119572.77794868,924050866253.457
619320.0,61843709.25201276,924112709962.709
619380.0,61565304.07638877,924174275266.7854
619440.0,61284706.3575867,924235559973.143
619500.0,61002121.5281549,924296562094.6711
619560.0,60717715.07867547,924357279809.7499
619620.0,60431633.327658266,924417711443.0775
619680.0,60144208.099718474,924477855651.1772
